Gene name,Strand,RefSeq mRNA ID,NCBI gene (formerly Entrezgene) ID
ATP5MC2,-1,NM_001369753,517
ATP5MC2,-1,NM_001330269,517
ATP5MC2,-1,NM_001369754,517
ATP5MC2,-1,NM_001369755,517
WDR49,-1,NM_001366158,151790
WDR49,-1,,151790
WDR49,-1,NM_001348951,151790
WDR49,-1,NM_001348952,151790
WDR49,-1,NM_001366157,151790
SLC4A3,1,,6508
SLC4A3,1,NM_001326559,6508
SLC4A3,1,NM_201574,6508
SLC4A3,1,NM_005070,6508
XRRA1,-1,,143570
XRRA1,-1,NM_182969,143570
XRRA1,-1,NM_001378171,143570
XRRA1,-1,NM_001378168,143570
XRRA1,-1,NM_001378167,143570
XRRA1,-1,NM_001378176,143570
XRRA1,-1,NM_001378166,143570
XRRA1,-1,NM_001378173,143570
XRRA1,-1,NM_001270381,143570
XRRA1,-1,NM_001378164,143570
XRRA1,-1,NM_001378169,143570
XRRA1,-1,NM_001378175,143570
XRRA1,-1,NM_001378172,143570
XRRA1,-1,NM_001378170,143570
XRRA1,-1,NM_001378162,143570
XRRA1,-1,NM_001378174,143570
XRRA1,-1,NM_001378165,143570
XRRA1,-1,NM_001378163,143570
XRRA1,-1,NM_001378161,143570
XRRA1,-1,NM_001270380,143570
XRRA1,-1,NM_001378160,143570
XRRA1,-1,NM_001378158,143570
XRRA1,-1,NM_001378159,143570
XRRA1,-1,NM_001378157,143570
RAD54L2,1,,23132
RAD54L2,1,NM_001322253,23132
RAD54L2,1,NM_001387866,23132
RAD54L2,1,NM_015106,23132
RAD54L2,1,NM_001322256,23132
RAD54L2,1,NM_001387867,23132
RAD54L2,1,NM_001387869,23132
PTGES3L,-1,,100885848
PTGES3L,-1,NM_001261430,100885848
PTGES3L,-1,NM_001142654,100885848
PTGES3L,-1,NM_001142653,100885848
RGL1,1,NM_001297669,23179
RGL1,1,NM_015149,23179
RGL1,1,NM_001297670,23179
RGL1,1,NM_001297671,23179
RGL1,1,NM_001297672,23179
PDK2,1,NM_001199898,5164
PDK2,1,,5164
PDK2,1,NM_002611,5164
PDK2,1,NM_001199900,5164
PDK2,1,NM_001199899,5164
DNAJB6P3,-1,,
LINC02832,1,,
RPL23P4,1,,
SNORA70B,-1,,100124537
USP34-DT,1,,
TASOR,-1,,23272
TASOR,-1,NM_015224,23272
TASOR,-1,NM_001365638,23272
TASOR,-1,NM_001365637,23272
TASOR,-1,NM_001112736,23272
TASOR,-1,NM_001363940,23272
TASOR,-1,NM_001365636,23272
TASOR,-1,NM_001365635,23272
RPS29P10,-1,,
RNU6-1145P,1,,
SDC1,-1,NM_002997,6382
SDC1,-1,NM_001006946,6382
SDC1,-1,,6382
FCN3,-1,NM_003665,8547
FCN3,-1,NM_173452,8547
FCN3,-1,,8547
DRG1P1,-1,,
RNU7-113P,-1,,
SLC7A15P,1,,
RNA5SP86,-1,,
RHOB,1,NM_004040,388
RPL5P7,-1,,
FUBP1,-1,,8880
FUBP1,-1,NM_001376056,8880
FUBP1,-1,NM_001376057,8880
FUBP1,-1,NM_003902,8880
FUBP1,-1,NM_001376055,8880
FUBP1,-1,NM_001303433,8880
LINC01960,1,,100128905
RPSAP24,1,,
OLA1,-1,NM_001328688,29789
OLA1,-1,NM_013341,29789
OLA1,-1,NM_001011708,29789
OLA1,-1,,29789
SAMD14,-1,NM_001257359,201191
SAMD14,-1,,201191
SAMD14,-1,NM_174920,201191
TPH1,-1,,7166
TPH1,-1,NM_004179,7166
GRK7,1,,131890
GRK7,1,NM_139209,131890
SLC6A6,1,,6533
SLC6A6,1,NM_001134367,6533
SLC6A6,1,NM_001134368,6533
SLC6A6,1,NM_003043,6533
PPP1R9B,-1,NM_032595,84687
PPP1R9B,-1,,84687
SLC25A45,-1,,283130
SLC25A45,-1,NM_001352381,283130
SLC25A45,-1,NM_001278250,283130
SLC25A45,-1,NM_001278251,283130
SLC25A45,-1,NM_001352383,283130
SLC25A45,-1,NM_001077241,283130
SLC25A45,-1,NM_001352382,283130
SLC25A45,-1,NM_001352384,283130
SLC25A45,-1,NM_001300820,283130
SLC25A45,-1,NM_182556,283130
H1-9P,-1,,
RN7SL65P,-1,,
LRRC2P1,-1,,
HNRNPA1P39,-1,,
HAO2,1,,51179
HAO2,1,NM_001005783,51179
HAO2,1,NM_001377472,51179
HAO2,1,NM_016527,51179
LINC01305,1,,285084
COL1A1,-1,NM_000088,1277
COL1A1,-1,,1277
SP9,1,NM_001145250,100131390
CIR1,-1,NM_004882,9541
CIR1,-1,,9541
OSTN,1,,344901
OSTN,1,NM_198184,344901
EPS8L3,-1,NM_001319952,79574
EPS8L3,-1,NM_024526,79574
EPS8L3,-1,NM_139053,79574
EPS8L3,-1,NM_133181,79574
EPS8L3,-1,,79574
DNAJC4,1,,3338
DNAJC4,1,NM_005528,3338
DNAJC4,1,NM_001307980,3338
DNAJC4,1,NM_001307981,3338
SCRN3,1,,79634
SCRN3,1,NM_024583,79634
SCRN3,1,NM_001193528,79634
ANKRD28,-1,NM_015199,23243
ANKRD28,-1,NM_001349279,23243
ANKRD28,-1,,23243
ANKRD28,-1,NM_001349285,23243
ANKRD28,-1,NM_001349284,23243
ANKRD28,-1,NM_001195098,23243
ANKRD28,-1,NM_001349283,23243
ANKRD28,-1,NM_001195099,23243
ANKRD28,-1,NM_001349280,23243
ANKRD28,-1,NM_001349281,23243
ANKRD28,-1,NM_001349282,23243
ANKRD28,-1,NM_001349278,23243
ANKRD28,-1,NM_001349277,23243
GRM5,-1,NM_001384268,2915
GRM5,-1,NM_001143831,2915
GRM5,-1,,2915
GRM5,-1,NM_000842,2915
UTS2,-1,,10911
UTS2,-1,NM_006786,10911
UTS2,-1,NM_021995,10911
RPA3P1,1,,
RNU6-5P,-1,,
PATJ,1,NM_001350145,10207
PATJ,1,,10207
PATJ,1,NM_176877,10207
EFHD1,1,NM_001243252,80303
EFHD1,1,NM_025202,80303
EFHD1,1,,80303
EFHD1,1,NM_001308395,80303
ATG13,1,,9776
ATG13,1,NM_001346353,9776
ATG13,1,NM_001346349,9776
ATG13,1,NM_001205121,9776
ATG13,1,NM_001346356,9776
ATG13,1,NM_001346357,9776
ATG13,1,NM_001346359,9776
ATG13,1,NM_001346360,9776
ATG13,1,NM_001346358,9776
ATG13,1,NM_001205122,9776
ATG13,1,NM_001346319,9776
ATG13,1,NM_001346328,9776
ATG13,1,NM_001346333,9776
ATG13,1,NM_001346320,9776
ATG13,1,NM_001346322,9776
ATG13,1,NM_001346323,9776
ATG13,1,NM_001346325,9776
ATG13,1,NM_001346324,9776
ATG13,1,NM_001346338,9776
ATG13,1,NM_001346336,9776
ATG13,1,NM_001346332,9776
ATG13,1,NM_001346329,9776
ATG13,1,NM_001346330,9776
ATG13,1,NM_001346327,9776
ATG13,1,NM_001346337,9776
ATG13,1,NM_001346350,9776
ATG13,1,NM_001346348,9776
ATG13,1,NM_001346344,9776
ATG13,1,NM_001346346,9776
ATG13,1,NM_001346352,9776
ATG13,1,NM_001346342,9776
ATG13,1,NM_001346351,9776
ATG13,1,NM_014741,9776
ATG13,1,NM_001346355,9776
ATG13,1,NM_001346354,9776
ATG13,1,NM_001346321,9776
ATG13,1,NM_001346331,9776
ATG13,1,NM_001346326,9776
ATG13,1,NM_001142673,9776
ATG13,1,NM_001346340,9776
ATG13,1,NM_001346334,9776
ATG13,1,NM_001205120,9776
ATG13,1,NM_001346335,9776
ATG13,1,NM_001346312,9776
ATG13,1,NM_001205119,9776
ATG13,1,NM_001346317,9776
ATG13,1,NM_001346315,9776
ATG13,1,NM_001346314,9776
ATG13,1,NM_001346313,9776
ATG13,1,NM_001346316,9776
ATG13,1,NM_001346311,9776
ATG13,1,NM_001346318,9776
RN7SL359P,1,,
SUMO2P7,1,,
TMEM92,1,NM_001168215,162461
TMEM92,1,NM_153229,162461
TMEM92,1,,162461
PARP9,-1,NM_001387875,83666
PARP9,-1,NM_001146103,83666
PARP9,-1,,83666
PARP9,-1,NM_031458,83666
PARP9,-1,NM_001387874,83666
PARP9,-1,NM_001387871,83666
PARP9,-1,NM_001387879,83666
PARP9,-1,NM_001387873,83666
PARP9,-1,NM_001146102,83666
PARP9,-1,NM_001387878,83666
PARP9,-1,NM_001387872,83666
PARP9,-1,NM_001387877,83666
PARP9,-1,NM_001146104,83666
PARP9,-1,NM_001387882,83666
PARP9,-1,NM_001387883,83666
PARP9,-1,NM_001387881,83666
PARP9,-1,NM_001387884,83666
PARP9,-1,NM_001387885,83666
PARP9,-1,NM_001387886,83666
PARP9,-1,NM_001387887,83666
PARP9,-1,NM_001387880,83666
PARP9,-1,NM_001146106,83666
PARP9,-1,NM_001387876,83666
PARP9,-1,NM_001146105,83666
GIGYF2,1,,26058
GIGYF2,1,NM_015575,26058
GIGYF2,1,NM_001103146,26058
GIGYF2,1,NM_001103148,26058
GIGYF2,1,NM_001103147,26058
TMEM92-AS1,-1,,103752589
XYLT2,1,NM_022167,64132
XYLT2,1,,64132
MRPL27,-1,,51264
MRPL27,-1,NM_016504,51264
ZDHHC23,1,NM_173570,254887
ZDHHC23,1,,254887
ZDHHC23,1,NM_001363952,254887
ZDHHC23,1,NM_001320466,254887
ZDHHC23,1,NM_001320468,254887
ZDHHC23,1,NM_001320467,254887
EME1,1,NM_001166131,146956
EME1,1,NM_152463,146956
EME1,1,,146956
TTC21A,1,NM_001366899,199223
TTC21A,1,NM_145755,199223
TTC21A,1,,199223
TTC21A,1,NM_001105513,199223
TTC21A,1,NM_001366900,199223
LRRC59,-1,,55379
LRRC59,-1,NM_018509,55379
SGCA,1,,6442
SGCA,1,NM_000023,6442
SGCA,1,NM_001135697,6442
MICAL2,1,,9645
MICAL2,1,NM_014632,9645
MICAL2,1,NM_001282668,9645
MICAL2,1,NM_001282665,9645
MICAL2,1,NM_001346293,9645
MICAL2,1,NM_001346297,9645
MICAL2,1,NM_001346295,9645
MICAL2,1,NM_001346299,9645
MICAL2,1,NM_001346296,9645
MICAL2,1,NM_001346298,9645
MICAL2,1,NM_001346294,9645
MICAL2,1,NM_001282664,9645
MICAL2,1,NM_001282666,9645
MICAL2,1,NM_001282667,9645
MICAL2,1,NM_032867,9645
MICAL2,1,NM_001282663,9645
MICAL2,1,NM_001346292,9645
MICAL2,1,,84953
MICAL2,1,NM_014632,84953
MICAL2,1,NM_001282668,84953
MICAL2,1,NM_001282665,84953
MICAL2,1,NM_001346293,84953
MICAL2,1,NM_001346297,84953
MICAL2,1,NM_001346295,84953
MICAL2,1,NM_001346299,84953
MICAL2,1,NM_001346296,84953
MICAL2,1,NM_001346298,84953
MICAL2,1,NM_001346294,84953
MICAL2,1,NM_001282664,84953
MICAL2,1,NM_001282666,84953
MICAL2,1,NM_001282667,84953
MICAL2,1,NM_032867,84953
MICAL2,1,NM_001282663,84953
MICAL2,1,NM_001346292,84953
MOBP,1,,4336
MOBP,1,NM_182935,4336
MOBP,1,NM_001278322,4336
MOBP,1,NM_001278323,4336
TBC1D3P2,-1,,
PTBP2,1,,58155
PTBP2,1,NM_001300989,58155
PTBP2,1,NM_001300986,58155
PTBP2,1,NM_001300985,58155
PTBP2,1,NM_001300988,58155
PTBP2,1,NM_021190,58155
PTBP2,1,NM_001300987,58155
PTBP2,1,NM_001300990,58155
EFCAB3,1,,146779
EFCAB3,1,NM_001144933,146779
EFCAB3,1,NM_173503,146779
C3orf86,-1,NM_001375977,102724231
C3orf86,-1,,102724231
C3orf86,-1,NM_001351480,102724231
C3orf86,-1,NM_001375996,102724231
CLASP2,-1,,23122
CLASP2,-1,NM_001375703,23122
CLASP2,-1,NM_001375701,23122
CLASP2,-1,NM_015097,23122
CLASP2,-1,NM_001365628,23122
CLASP2,-1,NM_001365629,23122
CLASP2,-1,NM_001207044,23122
CLASP2,-1,NM_001375720,23122
CLASP2,-1,NM_001375715,23122
CLASP2,-1,NM_001375718,23122
CLASP2,-1,NM_001375716,23122
CLASP2,-1,NM_001375713,23122
CLASP2,-1,NM_001375705,23122
CLASP2,-1,NM_001365634,23122
CLASP2,-1,NM_001365630,23122
CLASP2,-1,NM_001375697,23122
CLASP2,-1,NM_001365632,23122
CLASP2,-1,NM_001365631,23122
CLASP2,-1,NM_001375694,23122
CLASP2,-1,NM_001365627,23122
CLASP2,-1,NM_001375700,23122
CLASP2,-1,NM_001365633,23122
RNU7-52P,1,,
RPS23P7,1,,
METTL2A,1,,339175
METTL2A,1,NM_181725,339175
ITGB3BP,-1,,23421
ITGB3BP,-1,NM_001206739,23421
ITGB3BP,-1,NM_001347148,23421
ITGB3BP,-1,NM_001347145,23421
ITGB3BP,-1,NM_014288,23421
ITGB3BP,-1,NM_001347147,23421
MRC2,1,NM_006039,9902
MRC2,1,,9902
MMP26,1,,56547
MMP26,1,NM_021801,56547
MMP26,1,NM_001384608,56547
BCL9L,-1,NM_182557,283149
BCL9L,-1,NM_001378214,283149
BCL9L,-1,,283149
BCL9L,-1,NM_001378213,283149
TRIM63,-1,NM_032588,84676
TRIM63,-1,,84676
MS4A6E,1,,245802
MS4A6E,1,NM_139249,245802
KCNC4,1,,3749
KCNC4,1,NM_004978,3749
KCNC4,1,NM_001377331,3749
KCNC4,1,NM_001377330,3749
KCNC4,1,NM_001039574,3749
TRIM49B,1,,283116
TRIM49B,1,NM_001206626,283116
FLRT1,1,NM_001384466,23769
FLRT1,1,NM_013280,23769
ATP2B4,1,NM_001684,493
ATP2B4,1,NM_001001396,493
ATP2B4,1,NM_001365783,493
ATP2B4,1,NM_001365784,493
ATP2B4,1,,493
TMEM218,-1,,219854
TMEM218,-1,NM_001387249,219854
TMEM218,-1,NM_001387259,219854
TMEM218,-1,NM_001387256,219854
TMEM218,-1,NM_001258243,219854
TMEM218,-1,NM_001258240,219854
TMEM218,-1,NM_001387248,219854
TMEM218,-1,NM_001387244,219854
TMEM218,-1,NM_001387255,219854
TMEM218,-1,NM_001387258,219854
TMEM218,-1,NM_001387233,219854
TMEM218,-1,NM_001258245,219854
TMEM218,-1,NM_001387251,219854
TMEM218,-1,NM_001387231,219854
TMEM218,-1,NM_001387241,219854
TMEM218,-1,NM_001258241,219854
TMEM218,-1,NM_001387237,219854
TMEM218,-1,NM_001387252,219854
TMEM218,-1,NM_001387240,219854
TMEM218,-1,NM_001387245,219854
TMEM218,-1,NM_001387250,219854
TMEM218,-1,NM_001387247,219854
TMEM218,-1,NM_001387246,219854
TMEM218,-1,NM_001258238,219854
TMEM218,-1,NM_001387235,219854
TMEM218,-1,NM_001387253,219854
TMEM218,-1,NM_001387236,219854
TMEM218,-1,NM_001387239,219854
TMEM218,-1,NM_001387257,219854
TMEM218,-1,NM_001387234,219854
TMEM218,-1,NM_001387238,219854
TMEM218,-1,NM_001258247,219854
TMEM218,-1,NM_001258244,219854
TMEM218,-1,NM_001387230,219854
TMEM218,-1,NM_001387254,219854
TMEM218,-1,NM_001080546,219854
TMEM218,-1,NM_001387232,219854
TMEM218,-1,NM_001387242,219854
TMEM218,-1,NM_001258239,219854
TMEM218,-1,NM_001258246,219854
TMEM218,-1,NM_001258242,219854
RNU6-446P,1,,
,1,,105371855
TLK2,1,,11011
TLK2,1,NM_001375271,11011
TLK2,1,NM_001375270,11011
TLK2,1,NM_006852,11011
TLK2,1,NM_001284333,11011
TLK2,1,NM_001375273,11011
TLK2,1,NM_001330418,11011
TLK2,1,NM_001375272,11011
TLK2,1,NM_001375269,11011
TLK2,1,NM_001284363,11011
MEAF6,-1,NM_022756,64769
MEAF6,-1,NM_001270875,64769
MEAF6,-1,,64769
MEAF6,-1,NM_001270876,64769
SOX6,-1,,55553
SOX6,-1,NM_001367872,55553
SOX6,-1,NM_001145811,55553
SOX6,-1,NM_017508,55553
SOX6,-1,NM_001145819,55553
SOX6,-1,NM_033326,55553
SOX6,-1,NM_001367873,55553
EEF1B2P7,-1,,
KCNJ13,-1,NM_002242,3769
KCNJ13,-1,NM_001172416,3769
KCNJ13,-1,,3769
KCNJ13,-1,NM_001172417,3769
PRAMEF12,1,NM_001080830,390999
C1orf232,-1,NM_001364669,110806296
C1orf232,-1,NM_001364667,110806296
RNU6-107P,1,,
CD247,-1,,919
CD247,-1,NM_198053,919
CD247,-1,NM_001378515,919
CD247,-1,NM_000734,919
CD247,-1,NM_001378516,919
SNORC,1,,389084
SNORC,1,NM_001346122,389084
SNORC,1,NM_001346120,389084
SNORC,1,NM_206895,389084
SNORC,1,NM_001346121,389084
NGEF,-1,NM_019850,25791
NGEF,-1,NM_001114090,25791
NGEF,-1,,25791
VILL,1,NM_001385039,50853
VILL,1,,50853
VILL,1,NM_001370265,50853
VILL,1,NM_001385038,50853
VILL,1,NM_015873,50853
VILL,1,NM_001370264,50853
PEX19,-1,NM_002857,5824
PEX19,-1,NM_001193644,5824
PEX19,-1,,5824
TRIM49D2,1,,729384
TRIM49D2,1,NM_001105522,729384
,1,,101928881
FUCA1,-1,NM_000147,2517
NEU2,1,NM_005383,4759
PIK3C2A,-1,,5286
PIK3C2A,-1,NM_001321380,5286
PIK3C2A,-1,NM_001386870,5286
PIK3C2A,-1,NM_002645,5286
PIK3C2A,-1,NM_001321378,5286
H3P6,1,,
PPT1,-1,NM_000310,5538
PPT1,-1,,5538
PPT1,-1,NM_001363695,5538
PPT1,-1,NM_001142604,5538
CHRNA1,-1,NM_000079,1134
CHRNA1,-1,,1134
CHRNA1,-1,NM_001039523,1134
FILIP1L,-1,,11259
FILIP1L,-1,NM_001387852,11259
FILIP1L,-1,NM_001387850,11259
FILIP1L,-1,NM_182909,11259
FILIP1L,-1,NM_001282793,11259
FILIP1L,-1,NM_001282794,11259
FILIP1L,-1,NM_001042459,11259
FILIP1L,-1,NM_014890,11259
FILIP1L,-1,NM_001370247,11259
TACO1,1,,51204
TACO1,1,NM_016360,51204
COPG1,1,NM_016128,22820
COPG1,1,,22820
SHC1P2,-1,,
SLC4A1,-1,,6521
SLC4A1,-1,NM_000342,6521
C11orf86,1,NM_001136485,254439
C11orf86,1,NM_001353554,254439
TRIM49D1,-1,,399939
TRIM49D1,-1,NM_001384911,399939
TRIM49D1,-1,NM_001206627,399939
ARL5A,-1,,26225
ARL5A,-1,NM_012097,26225
ARL5A,-1,NM_177985,26225
ARL5A,-1,NM_001037174,26225
PRDM11,1,,56981
PRDM11,1,NM_001384649,56981
PRDM11,1,NM_001384650,56981
PRDM11,1,NM_001384651,56981
PRDM11,1,NM_001384648,56981
PRDM11,1,NM_001359633,56981
PRDM11,1,NM_001256696,56981
PRDM11,1,NM_001256695,56981
OR52N2,1,NM_001005174,390077
MIR6826,1,,102465496
HMCES,1,NM_001370345,56941
HMCES,1,NM_001363881,56941
HMCES,1,NM_020187,56941
HMCES,1,,56941
HMCES,1,NM_001370343,56941
HMCES,1,NM_001370344,56941
HMCES,1,NM_001006109,56941
WIPF1,-1,NM_001375839,7456
WIPF1,-1,NM_003387,7456
WIPF1,-1,NM_001375833,7456
WIPF1,-1,NM_001375832,7456
WIPF1,-1,NM_001375834,7456
WIPF1,-1,NM_001375835,7456
WIPF1,-1,NM_001077269,7456
WIPF1,-1,,7456
WIPF1,-1,NM_001375836,7456
WIPF1,-1,NM_001375837,7456
WIPF1,-1,NM_001375838,7456
PLEKHG5,-1,,57449
PLEKHG5,-1,NM_001265593,57449
PLEKHG5,-1,NM_001042665,57449
PLEKHG5,-1,NM_001265594,57449
PLEKHG5,-1,NM_001042664,57449
PLEKHG5,-1,NM_020631,57449
PLEKHG5,-1,NM_001042663,57449
PLEKHG5,-1,NM_198681,57449
PLEKHG5,-1,NM_001265592,57449
H1-10,-1,NM_006026,8971
H1-10-AS1,1,,
RN7SL507P,-1,,
RUNDC3A-AS1,-1,,
RNU6-453P,1,,
NUP210P3,-1,,
NPLP1,1,,
RUNDC3A,1,,10900
RUNDC3A,1,NM_001144826,10900
RUNDC3A,1,NM_006695,10900
RUNDC3A,1,NM_001144825,10900
DHX57,-1,NM_001329963,90957
DHX57,-1,NM_198963,90957
DHX57,-1,,90957
RPL32P3,-1,,
SNORA7B,-1,,677797
EFCAB12,-1,NM_207307,90288
EFCAB12,-1,,90288
MBD4,-1,NM_001276270,8930
MBD4,-1,NM_003925,8930
MBD4,-1,NM_001276273,8930
MBD4,-1,NM_001276272,8930
MBD4,-1,,8930
MBD4,-1,NM_001276271,8930
SLC25A39,-1,,51629
SLC25A39,-1,NM_001143780,51629
SLC25A39,-1,NM_016016,51629
SLC25A39,-1,NM_001321241,51629
SLC25A39,-1,NM_001366726,51629
SLC25A39,-1,NM_001321240,51629
ASS1P2,-1,,
MORN2,1,NM_001145450,729967
MORN2,1,,729967
RNU6-851P,-1,,
RN7SL96P,-1,,
,-1,,375196
SOS1,-1,NM_001382394,6654
SOS1,-1,NM_005633,6654
SOS1,-1,NM_001382395,6654
SOS1,-1,,6654
IFT122,1,,55764
IFT122,1,NM_018262,55764
IFT122,1,NM_052985,55764
IFT122,1,NM_001280541,55764
IFT122,1,NM_052989,55764
IFT122,1,NM_001280545,55764
IFT122,1,NM_001280546,55764
IFT122,1,NM_052990,55764
GRN,1,,2896
GRN,1,NM_002087,2896
SOS1-IT1,-1,,
RNU6-198P,1,,
HSPE1P13,-1,,
CDKL4,-1,,344387
CDKL4,-1,NM_001009565,344387
CDKL4,-1,NM_001346911,344387
RASAL2,1,NM_170692,9462
RASAL2,1,,9462
RASAL2,1,NM_004841,9462
FNBP1P1,1,,
BOLA3,-1,NM_212552,388962
BOLA3,-1,,388962
BOLA3,-1,NM_001035505,388962
BOLA3-AS1,1,,100507171
ENO1P1,1,,
MOB1A,-1,NM_001317110,55233
MOB1A,-1,NM_001317112,55233
MOB1A,-1,NM_018221,55233
MOB1A,-1,NM_001317111,55233
MOB1A,-1,,55233
LGALS8,1,,3964
LGALS8,1,NM_201545,3964
LGALS8,1,NM_006499,3964
LGALS8,1,NM_201543,3964
LGALS8,1,NM_201544,3964
FAM171A2,-1,NM_198475,284069
FAM171A2,-1,,284069
MTHFD2,1,,10797
MTHFD2,1,NM_006636,10797
RHO,1,NM_000539,6010
RPL7L1P5,-1,,
ITGA2B,-1,,3674
ITGA2B,-1,NM_000419,3674
H1-8,1,NM_153833,132243
H1-8,1,NM_001308262,132243
PLXND1,-1,,23129
PLXND1,-1,NM_015103,23129
RN7SL258P,-1,,
USP37,-1,NM_020935,57695
USP37,-1,,57695
RN7SL752P,1,,
CEP63,1,,80254
CEP63,1,NM_001353113,80254
CEP63,1,NM_001353122,80254
CEP63,1,NM_001042383,80254
CEP63,1,NM_001353118,80254
CEP63,1,NM_001353110,80254
CEP63,1,NM_001042384,80254
CEP63,1,NM_001353109,80254
CEP63,1,NM_001353120,80254
CEP63,1,NM_001353126,80254
CEP63,1,NM_001353125,80254
CEP63,1,NM_001353123,80254
CEP63,1,NM_001042400,80254
CEP63,1,NM_001353108,80254
CEP63,1,NM_001353117,80254
CEP63,1,NM_001353111,80254
CEP63,1,NM_001353121,80254
CEP63,1,NM_001353119,80254
CEP63,1,NM_001353124,80254
CEP63,1,NM_025180,80254
CEP63,1,NM_001353112,80254
SZT2-AS1,-1,,100873952
MIR6735,1,,102465440
HYI-AS1,1,,
CCNL2,-1,,81669
CCNL2,-1,NM_030937,81669
CCNL2,-1,NM_001320155,81669
CCNL2,-1,NM_001350500,81669
CCNL2,-1,NM_001320153,81669
CCNL2,-1,NM_001350498,81669
CCNL2,-1,NM_001350499,81669
CCNL2,-1,NM_001350497,81669
CCNL2,-1,NM_001039577,81669
RN7SKP38,-1,,
CNOT9,1,NM_001271634,9125
CNOT9,1,,9125
CNOT9,1,NM_005444,9125
CNOT9,1,NM_001271635,9125
ALG1L,-1,NM_001385068,200810
ALG1L,-1,NM_001385067,200810
ALG1L,-1,NM_001385066,200810
ALG1L,-1,NM_001385064,200810
ALG1L,-1,NM_001015050,200810
ALG1L,-1,NM_001195223,200810
ALG1L,-1,,200810
KIF9,-1,NM_001377474,64147
KIF9,-1,NM_182902,64147
KIF9,-1,NM_001134878,64147
KIF9,-1,,64147
KIF9,-1,NM_001377475,64147
KIF9,-1,NM_022342,64147
KIF9,-1,NM_001377477,64147
KIF9,-1,NM_001377476,64147
MRPL20-AS1,1,,148413
RNU6-136P,-1,,
PLCD4,1,,84812
PLCD4,1,NM_032726,84812
MRPL20,-1,NM_017971,55052
MRPL20,-1,,55052
MRPL20,-1,NM_001318485,55052
RN7SL657P,-1,,
MRPL20-DT,1,,
LINC01770,-1,,
VWA1,1,,64856
VWA1,1,NM_199121,64856
VWA1,1,NM_022834,64856
ATAD3C,1,NM_001039211,219293
ATAD3C,1,,219293
ACTG1P4,1,,
AMYP1,1,,
ABCB10,-1,NM_012089,23456
ABCB10,-1,,23456
BCS1L,1,,617
BCS1L,1,NM_001371443,617
BCS1L,1,NM_001079866,617
BCS1L,1,NM_001371447,617
BCS1L,1,NM_001318836,617
BCS1L,1,NM_001371444,617
BCS1L,1,NM_004328,617
BCS1L,1,NM_001371449,617
BCS1L,1,NM_001257343,617
BCS1L,1,NM_001257342,617
BCS1L,1,NM_001257344,617
BCS1L,1,NM_001371448,617
BCS1L,1,NM_001320717,617
BCS1L,1,NM_001374085,617
BCS1L,1,NM_001371446,617
BCS1L,1,NM_001371451,617
BCS1L,1,NM_001371450,617
BCS1L,1,NM_001374086,617
BCS1L,1,NM_001371454,617
BCS1L,1,NM_001371453,617
BCS1L,1,NM_001371456,617
BCS1L,1,NM_001371455,617
BCS1L,1,NM_001371452,617
MIR378J,-1,,102465136
RNU4-21P,-1,,
RNA5SP78,1,,
HMGN2P19,1,,
URB2,1,NM_001314021,9816
URB2,1,NM_014777,9816
URB2,1,,9816
RNA5SP145,1,,
GPR171,-1,NM_013308,29909
GPR171,-1,,29909
P2RY14,-1,NM_014879,9934
P2RY14,-1,NM_001081455,9934
P2RY14,-1,,9934
SETP11,1,,
HMGB1P26,-1,,
GPR87,-1,,53836
GPR87,-1,NM_023915,53836
TAF5L,-1,NM_014409,27097
TAF5L,-1,NM_001025247,27097
TAF5L,-1,,27097
P2RY13,-1,NM_176894,53829
P2RY12,-1,NM_022788,64805
P2RY12,-1,NM_176876,64805
P2RY12,-1,,64805
RNF186,-1,NM_019062,54546
OTUD3,1,NM_015207,23252
OTUD3,1,,23252
MRPL42P6,-1,,
MIR5186,-1,,100847036
IGSF10,-1,,285313
IGSF10,-1,NM_001385061,285313
IGSF10,-1,NM_001385060,285313
IGSF10,-1,NM_001385062,285313
IGSF10,-1,NM_001385063,285313
IGSF10,-1,NM_178822,285313
IGSF10,-1,NM_001178146,285313
IGSF10,-1,NM_001178145,285313
PLA2G2E,-1,NM_014589,30814
RNU6-489P,1,,
TBC1D3K,1,NM_001291464,101060351
TBC1D3K,1,NM_001291464,102723859
RN7SL304P,1,,
PLA2G2A,-1,NM_001161729,5320
PLA2G2A,-1,,5320
PLA2G2A,-1,NM_001161728,5320
PLA2G2A,-1,NM_001161727,5320
PLA2G2A,-1,NM_000300,5320
SETD2,-1,,29072
SETD2,-1,NM_001349370,29072
SETD2,-1,NM_014159,29072
OR2M7,-1,NM_001004691,391196
OR14C36,1,NM_001001918,127066
ERAL1,1,,26284
ERAL1,1,NM_005702,26284
ERAL1,1,NM_001317986,26284
ERAL1,1,NM_001317985,26284
TMEM275,-1,NM_001357063,105378696
MKNK1-AS1,1,,100507423
KNCN,-1,NM_001322255,148930
KNCN,-1,,148930
KNCN,-1,NM_001097611,148930
RNF25,-1,,64320
RNF25,-1,NM_022453,64320
MKNK1,-1,NM_001377373,8569
MKNK1,-1,NM_001377337,8569
MKNK1,-1,NM_001135553,8569
MKNK1,-1,NM_001377338,8569
MKNK1,-1,,8569
MKNK1,-1,NM_003684,8569
MKNK1,-1,NM_001377343,8569
MKNK1,-1,NM_198973,8569
MKNK1,-1,NM_001377341,8569
